host_name,cluster_id,spark_context_id,cluster_name,spark_version,node_type_id,driver_node_type_id,autotermination_minutes,enable_elastic_disk,cluster_source
adb-2229882759465707.7.azuredatabricks.net,0918-203454-hews522,8417321258933680000,Databrick-UDR,7.2.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,120,true,UI,false,TERMINATED,18-Sep-20 20:34:54,2,8,null,null,manoj.muppidi@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0924-151822-shins742,7871947376942142000,Test1,7.2.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,120,true,UI,false,TERMINATED,24-Sep-20 15:18:22,null,null,null,null,manoj.muppidi@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-101016-suite475,9106654440712286000,job-2-run-44,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 10:10:16,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-091006-impel76,1407610813830985000,job-2-run-43,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 09:10:07,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-081010-fail921,6327954625250091000,job-2-run-42,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 08:10:10,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-071005-timed187,4002690436534448600,job-2-run-41,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 07:10:05,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-061010-lemur390,6034799090268217000,job-2-run-40,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 06:10:10,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-051005-chime872,5645951665984417000,job-2-run-39,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 05:10:05,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-041008-memos865,298446157246171140,job-2-run-38,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 04:10:08,null,null,null,null,naresh.sachdeva@kroger.com,false
adb-2229882759465707.7.azuredatabricks.net,0917-031007-civil927,5048735343082356000,job-2-run-37,7.3.x-scala2.12,Standard_DS3_v2,Standard_DS3_v2,0,true,JOB,false,TERMINATED,17-Sep-20 03:10:07,null,null,null,null,naresh.sachdeva@kroger.com,false
